Store,Date, Weekly_Sales ,Holiday_Flag,Temperature, Fuel_Price ,CPI,Unemployment
6,31-12-2010," 1,464,050 ",1,49.14, 2.94 ,212.9149674,7.007
6,7/1/2011," 1,350,442 ",0,47.78, 2.98 ,212.9134266,6.858
6,14-01-2011," 1,306,195 ",0,38.37, 2.98 ,212.9655882,6.858
6,21-01-2011," 1,261,253 ",0,46.2, 3.02 ,213.3399647,6.858
6,28-01-2011," 1,287,035 ",0,44.98, 3.01 ,213.7143412,6.858
6,4/2/2011," 1,514,999 ",0,40.59, 2.99 ,214.0887176,6.858
6,11/2/2011," 1,486,920 ",1,39.38, 3.02 ,214.4630941,6.858
6,18-02-2011," 1,572,118 ",0,59.61, 3.05 ,214.7775231,6.858
6,25-02-2011," 1,422,600 ",0,62.86, 3.07 ,215.0679731,6.858
6,4/3/2011," 1,502,618 ",0,60.45, 3.29 ,215.3584231,6.858
6,11/3/2011," 1,494,497 ",0,57.71, 3.46 ,215.6488731,6.858
6,18-03-2011," 1,685,375 ",0,65.07, 3.49 ,215.9035078,6.858
6,25-03-2011," 1,438,466 ",0,70.83, 3.47 ,216.1438163,6.858
6,1/4/2011," 1,459,277 ",0,62.25, 3.52 ,216.3841249,6.855
6,8/4/2011," 1,534,594 ",0,70.35, 3.62 ,216.6244334,6.855
6,15-04-2011," 1,448,797 ",0,73.17, 3.74 ,216.8446627,6.855
6,22-04-2011," 1,639,359 ",0,74.24, 3.81 ,217.0146941,6.855
6,29-04-2011," 1,479,250 ",0,75.27, 3.81 ,217.1847255,6.855
6,6/5/2011," 1,504,652 ",0,65.42, 3.91 ,217.3547569,6.855
6,13-05-2011," 1,453,186 ",0,76.95, 3.90 ,217.5247882,6.855
6,20-05-2011," 1,382,784 ",0,72.01, 3.91 ,217.2896095,6.855
6,27-05-2011," 1,523,979 ",0,80.83, 3.79 ,217.0544307,6.855
6,3/6/2011," 1,705,506 ",0,84.01, 3.70 ,216.819252,6.855
6,10/6/2011," 1,598,644 ",0,84.49, 3.65 ,216.5840732,6.855
6,17-06-2011," 1,622,150 ",0,87.08, 3.64 ,216.5371616,6.855
6,24-06-2011," 1,543,366 ",0,85.51, 3.59 ,216.6314502,6.855
6,1/7/2011," 1,694,551 ",0,87, 3.52 ,216.7257388,6.925
6,8/7/2011," 1,709,374 ",0,88.36, 3.48 ,216.8200275,6.925
6,15-07-2011," 1,526,801 ",0,88.93, 3.58 ,216.9044732,6.925
6,22-07-2011," 1,526,506 ",0,88.06, 3.65 ,216.964312,6.925
6,29-07-2011," 1,483,991 ",0,90.22, 3.68 ,217.0241507,6.925
6,5/8/2011," 1,601,585 ",0,91.46, 3.68 ,217.0839894,6.925
6,12/8/2011," 1,484,995 ",0,90.49, 3.64 ,217.1438281,6.925
6,19-08-2011," 1,493,544 ",0,89.26, 3.55 ,217.2069662,6.925
6,26-08-2011," 1,420,405 ",0,90.07, 3.52 ,217.2706543,6.925
6,2/9/2011," 1,481,619 ",0,91.22, 3.53 ,217.3343423,6.925
6,9/9/2011," 1,483,574 ",1,80.21, 3.55 ,217.3980304,6.925
6,16-09-2011," 1,351,408 ",0,84.94, 3.53 ,217.5797506,6.925
6,23-09-2011," 1,336,045 ",0,78.49, 3.47 ,217.9188471,6.925
6,30-09-2011," 1,307,552 ",0,82.51, 3.36 ,218.2579435,6.925
6,7/10/2011," 1,481,739 ",0,74.1, 3.29 ,218.59704,6.551
6,14-10-2011," 1,386,521 ",0,71.24, 3.27 ,218.9109844,6.551
6,21-10-2011," 1,417,922 ",0,68.53, 3.35 ,219.0740167,6.551
6,28-10-2011," 1,419,445 ",0,69.51, 3.37 ,219.237049,6.551
6,4/11/2011," 1,523,420 ",0,58.54, 3.33 ,219.4000812,6.551
6,11/11/2011," 1,536,177 ",0,61.33, 3.30 ,219.5631135,6.551
6,18-11-2011," 1,524,390 ",0,63.89, 3.31 ,219.7897137,6.551
6,25-11-2011," 2,249,812 ",1,62.78, 3.24 ,220.0417412,6.551
6,2/12/2011," 1,688,531 ",0,51.18, 3.17 ,220.2937686,6.551
6,9/12/2011," 1,903,385 ",0,43.64, 3.16 ,220.5457961,6.551
6,16-12-2011," 2,034,696 ",0,53.27, 3.16 ,220.7671856,6.551
6,23-12-2011," 2,644,633 ",0,49.45, 3.11 ,220.9477245,6.551
6,30-12-2011," 1,598,081 ",1,46.8, 3.13 ,221.1282634,6.551
6,6/1/2012," 1,395,340 ",0,50.82, 3.16 ,221.3088023,6.132
6,13-01-2012," 1,344,243 ",0,48.33, 3.26 ,221.4893412,6.132
6,20-01-2012," 1,326,256 ",0,55.37, 3.27 ,221.5831306,6.132
6,27-01-2012," 1,315,611 ",0,53.95, 3.29 ,221.6769199,6.132
6,3/2/2012," 1,496,306 ",0,57.45, 3.36 ,221.7707093,6.132
6,10/2/2012," 1,620,604 ",1,48.58, 3.41 ,221.8644987,6.132
6,17-02-2012," 1,632,616 ",0,49.03, 3.51 ,222.026359,6.132
6,24-02-2012," 1,465,188 ",0,59.17, 3.56 ,222.2392726,6.132
6,2/3/2012," 1,550,386 ",0,60.32, 3.63 ,222.4521862,6.132
6,9/3/2012," 1,569,304 ",0,57.89, 3.67 ,222.6650998,6.132
6,16-03-2012," 1,748,010 ",0,62.8, 3.73 ,222.8186603,6.132
6,23-03-2012," 1,495,144 ",0,63.71, 3.79 ,222.8930835,6.132
6,30-03-2012," 1,508,933 ",0,67.91, 3.85 ,222.9675066,6.132
6,6/4/2012," 1,840,131 ",0,71.6, 3.89 ,223.0419298,5.964
6,13-04-2012," 1,616,394 ",0,71.29, 3.89 ,223.1163529,5.964
6,20-04-2012," 1,456,073 ",0,68.64, 3.88 ,223.17092,5.964
6,27-04-2012," 1,456,221 ",0,71.5, 3.81 ,223.2254871,5.964
6,4/5/2012," 1,543,461 ",0,77.66, 3.75 ,223.2800541,5.964
6,11/5/2012," 1,517,076 ",0,72.66, 3.69 ,223.3346212,5.964
6,18-05-2012," 1,513,636 ",0,70.5, 3.63 ,223.3511928,5.964
6,25-05-2012," 1,603,793 ",0,78.47, 3.56 ,223.3525662,5.964
6,1/6/2012," 1,681,121 ",0,80.39, 3.50 ,223.3539397,5.964
6,8/6/2012," 1,696,620 ",0,80.5, 3.45 ,223.3553131,5.964
6,15-06-2012," 1,642,247 ",0,82.1, 3.39 ,223.3680933,5.964
6,22-06-2012," 1,618,272 ",0,81.2, 3.35 ,223.4093906,5.964
6,29-06-2012," 1,648,863 ",0,87.35, 3.29 ,223.4506878,5.964
6,6/7/2012," 1,876,359 ",0,82.95, 3.23 ,223.4919851,5.668
6,13-07-2012," 1,588,142 ",0,80.27, 3.26 ,223.5332824,5.668
6,20-07-2012," 1,574,362 ",0,81.57, 3.31 ,223.5424501,5.668
6,27-07-2012," 1,513,229 ",0,85.78, 3.41 ,223.5516178,5.668
6,3/8/2012," 1,627,275 ",0,87.55, 3.42 ,223.5607856,5.668
6,10/8/2012," 1,588,381 ",0,87.04, 3.49 ,223.5699533,5.668
6,17-08-2012," 1,543,050 ",0,87.53, 3.57 ,223.6510224,5.668
6,24-08-2012," 1,501,095 ",0,79.03, 3.62 ,223.7860175,5.668
6,31-08-2012," 1,577,440 ",0,83.58, 3.64 ,223.9210125,5.668
6,7/9/2012," 1,608,077 ",1,86.33, 3.73 ,224.0560076,5.668
6,14-09-2012," 1,375,167 ",0,76.41, 3.72 ,224.2004678,5.668
6,21-09-2012," 1,425,604 ",0,70.81, 3.72 ,224.4017192,5.668
6,28-09-2012," 1,369,131 ",0,77.82, 3.67 ,224.6029706,5.668
6,5/10/2012," 1,518,178 ",0,70.84, 3.62 ,224.804222,5.329
6,12/10/2012," 1,459,397 ",0,65.43, 3.60 ,225.0054733,5.329
6,19-10-2012," 1,436,884 ",0,69.68, 3.59 ,225.0501013,5.329
6,26-10-2012," 1,431,426 ",0,72.34, 3.51 ,225.0686254,5.329
7,5/2/2010," 496,725 ",0,10.53, 2.58 ,189.3816974,9.014
7,12/2/2010," 524,105 ",1,25.9, 2.57 ,189.4642725,9.014
7,19-02-2010," 506,761 ",0,27.28, 2.55 ,189.5340998,9.014
7,26-02-2010," 496,083 ",0,24.91, 2.59 ,189.6018023,9.014
7,5/3/2010," 491,420 ",0,35.86, 2.62 ,189.6695049,9.014
7,12/3/2010," 480,452 ",0,27.25, 2.68 ,189.7372075,9.014
7,19-03-2010," 574,450 ",0,29.04, 2.69 ,189.734262,9.014
7,26-03-2010," 514,732 ",0,23.33, 2.72 ,189.7195417,9.014
7,2/4/2010," 561,145 ",0,38.26, 2.73 ,189.7048215,8.963
7,9/4/2010," 484,263 ",0,33.79, 2.75 ,189.6901012,8.963
7,16-04-2010," 406,228 ",0,41.89, 2.77 ,189.6628845,8.963
7,23-04-2010," 404,751 ",0,43.07, 2.78 ,189.6190057,8.963
7,30-04-2010," 373,656 ",0,38.99, 2.77 ,189.575127,8.963
7,7/5/2010," 395,454 ",0,40.07, 2.77 ,189.5312483,8.963
7,14-05-2010," 372,674 ",0,41.41, 2.79 ,189.4904116,8.963
7,21-05-2010," 395,196 ",0,46.6, 2.78 ,189.467827,8.963
7,28-05-2010," 442,735 ",0,54.24, 2.74 ,189.4452425,8.963
7,4/6/2010," 509,183 ",0,53.63, 2.70 ,189.422658,8.963
7,11/6/2010," 498,581 ",0,63.59, 2.68 ,189.4000734,8.963
7,18-06-2010," 481,144 ",0,52.7, 2.67 ,189.4185259,8.963
7,25-06-2010," 553,715 ",0,59.94, 2.72 ,189.4533931,8.963
7,2/7/2010," 575,571 ",0,61.31, 2.73 ,189.4882603,9.017
7,9/7/2010," 593,462 ",0,58, 2.71 ,189.5231276,9.017
7,16-07-2010," 557,166 ",0,62.19, 2.70 ,189.6125456,9.017
7,23-07-2010," 570,231 ",0,64.64, 2.69 ,189.774698,9.017
7,30-07-2010," 603,547 ",0,66.07, 2.69 ,189.9368504,9.017
7,6/8/2010," 643,854 ",0,61.7, 2.69 ,190.0990028,9.017
7,13-08-2010," 598,185 ",0,60.13, 2.72 ,190.2611552,9.017
7,20-08-2010," 582,353 ",0,59.59, 2.73 ,190.2948237,9.017
7,27-08-2010," 554,309 ",0,57.57, 2.73 ,190.3284922,9.017
7,3/9/2010," 532,765 ",0,49.84, 2.77 ,190.3621607,9.017
7,10/9/2010," 535,769 ",1,48.5, 2.78 ,190.3958293,9.017
7,17-09-2010," 489,409 ",0,48.56, 2.80 ,190.4688287,9.017
7,24-09-2010," 488,009 ",0,47.55, 2.79 ,190.5713264,9.017
7,1/10/2010," 448,999 ",0,49.99, 2.76 ,190.6738241,9.137
7,8/10/2010," 480,240 ",0,44.13, 2.75 ,190.7763218,9.137
7,15-10-2010," 463,370 ",0,35.86, 2.76 ,190.8623087,9.137
7,22-10-2010," 472,451 ",0,36.84, 2.76 ,190.9070184,9.137
7,29-10-2010," 465,493 ",0,34.78, 2.75 ,190.951728,9.137
7,5/11/2010," 480,512 ",0,49.44, 2.73 ,190.9964377,9.137
7,12/11/2010," 507,584 ",0,22.12, 2.74 ,191.0411474,9.137
7,19-11-2010," 482,528 ",0,25.56, 2.76 ,191.0312172,9.137
7,26-11-2010," 835,189 ",1,17.95, 2.74 ,191.0121805,9.137
7,3/12/2010," 552,812 ",0,21.88, 2.71 ,190.9931437,9.137
7,10/12/2010," 599,730 ",0,24.24, 2.73 ,190.9741069,9.137
7,17-12-2010," 716,389 ",0,20.74, 2.78 ,191.0303376,9.137
7,24-12-2010," 1,045,125 ",0,26.04, 2.78 ,191.1430189,9.137
7,31-12-2010," 729,572 ",1,13.76, 2.83 ,191.2557002,9.137
7,7/1/2011," 661,164 ",0,10.09, 2.88 ,191.3683815,8.818
7,14-01-2011," 547,385 ",0,11.32, 2.91 ,191.4784939,8.818
7,21-01-2011," 521,539 ",0,25.4, 2.97 ,191.5731924,8.818
7,28-01-2011," 513,372 ",0,10.11, 3.01 ,191.667891,8.818
7,4/2/2011," 558,028 ",0,-2.06, 3.01 ,191.7625895,8.818
7,11/2/2011," 559,903 ",1,10.24, 3.04 ,191.8572881,8.818
7,18-02-2011," 572,387 ",0,17.3, 3.05 ,191.9178331,8.818
7,25-02-2011," 546,691 ",0,17.46, 3.10 ,191.9647167,8.818
7,4/3/2011," 551,378 ",0,21.84, 3.23 ,192.0116004,8.818
7,11/3/2011," 558,964 ",0,20.7, 3.37 ,192.058484,8.818
7,18-03-2011," 635,015 ",0,27.69, 3.41 ,192.1237981,8.818
7,25-03-2011," 559,062 ",0,25.69, 3.41 ,192.1964844,8.818
7,1/4/2011," 513,410 ",0,24.83, 3.46 ,192.2691707,8.595
7,8/4/2011," 500,552 ",0,30.64, 3.53 ,192.3418571,8.595
7,15-04-2011," 423,380 ",0,27.79, 3.61 ,192.4225954,8.595
7,22-04-2011," 466,595 ",0,31.84, 3.64 ,192.5234638,8.595
7,29-04-2011," 410,430 ",0,26.79, 3.66 ,192.6243322,8.595
7,6/5/2011," 407,012 ",0,26.54, 3.74 ,192.7252006,8.595
7,13-05-2011," 414,094 ",0,36.61, 3.77 ,192.826069,8.595
7,20-05-2011," 424,671 ",0,36.16, 3.83 ,192.831317,8.595
7,27-05-2011," 457,217 ",0,37.51, 3.80 ,192.8365651,8.595
7,3/6/2011," 542,295 ",0,45.77, 3.76 ,192.8418131,8.595
7,10/6/2011," 621,100 ",0,53.3, 3.74 ,192.8470612,8.595
7,17-06-2011," 610,991 ",0,48.79, 3.70 ,192.9034759,8.595
7,24-06-2011," 640,044 ",0,46.85, 3.66 ,192.9982655,8.595
7,1/7/2011," 704,344 ",0,58.54, 3.60 ,193.0930552,8.622
7,8/7/2011," 761,794 ",0,59.08, 3.54 ,193.1878448,8.622
7,15-07-2011," 642,748 ",0,54.37, 3.53 ,193.3125484,8.622
7,22-07-2011," 688,044 ",0,56.22, 3.55 ,193.5120367,8.622
7,29-07-2011," 653,383 ",0,56.66, 3.55 ,193.711525,8.622
7,5/8/2011," 695,393 ",0,55.91, 3.55 ,193.9110133,8.622
7,12/8/2011," 670,670 ",0,54.56, 3.54 ,194.1105017,8.622
7,19-08-2011," 645,156 ",0,56.06, 3.50 ,194.2500634,8.622
7,26-08-2011," 629,994 ",0,57.6, 3.49 ,194.3796374,8.622
7,2/9/2011," 592,355 ",0,53.4, 3.51 ,194.5092113,8.622
7,9/9/2011," 613,135 ",1,45.61, 3.57 ,194.6387853,8.622
7,16-09-2011," 558,981 ",0,43.67, 3.60 ,194.7419707,8.622
7,23-09-2011," 536,145 ",0,43.67, 3.58 ,194.8099713,8.622
7,30-09-2011," 488,880 ",0,47.34, 3.54 ,194.8779718,8.622
7,7/10/2011," 525,866 ",0,40.65, 3.50 ,194.9459724,8.513
7,14-10-2011," 501,959 ",0,32.65, 3.49 ,195.0261012,8.513
7,21-10-2011," 558,691 ",0,37.49, 3.55 ,195.1789994,8.513
7,28-10-2011," 527,340 ",0,28.82, 3.55 ,195.3318977,8.513
7,4/11/2011," 564,536 ",0,23.41, 3.53 ,195.4847959,8.513
7,11/11/2011," 556,016 ",0,19.53, 3.51 ,195.6376941,8.513
7,18-11-2011," 539,827 ",0,29.53, 3.48 ,195.7184713,8.513
7,25-11-2011," 949,076 ",1,27.6, 3.42 ,195.7704,8.513
7,2/12/2011," 591,908 ",0,20.38, 3.38 ,195.8223287,8.513
7,9/12/2011," 653,845 ",0,11.17, 3.33 ,195.8742575,8.513
7,16-12-2011," 720,242 ",0,15.2, 3.27 ,195.9841685,8.513
7,23-12-2011," 1,059,715 ",0,12.19, 3.17 ,196.1713893,8.513
7,30-12-2011," 815,916 ",1,15.56, 3.12 ,196.3586101,8.513
7,6/1/2012," 713,118 ",0,18.67, 3.10 ,196.5458309,8.256
7,13-01-2012," 593,875 ",0,7.46, 3.08 ,196.7330517,8.256
7,20-01-2012," 578,003 ",0,27.41, 3.06 ,196.7796652,8.256
7,27-01-2012," 541,038 ",0,26.9, 3.04 ,196.8262786,8.256
7,3/2/2012," 580,453 ",0,22.2, 3.03 ,196.8728921,8.256
7,10/2/2012," 563,461 ",1,18.79, 3.10 ,196.9195056,8.256
7,17-02-2012," 620,908 ",0,27.03, 3.11 ,196.9432711,8.256
7,24-02-2012," 603,041 ",0,24.41, 3.13 ,196.9499007,8.256
7,2/3/2012," 551,058 ",0,21.64, 3.19 ,196.9565303,8.256
7,9/3/2012," 579,167 ",0,30.1, 3.29 ,196.9631599,8.256
7,16-03-2012," 669,206 ",0,37.29, 3.49 ,197.0457208,8.256
7,23-03-2012," 615,997 ",0,35.06, 3.66 ,197.2295234,8.256
7,30-03-2012," 583,322 ",0,44.99, 3.75 ,197.4133259,8.256
7,6/4/2012," 621,426 ",0,44.29, 3.85 ,197.5971285,8.09
7,13-04-2012," 517,420 ",0,41.43, 3.90 ,197.780931,8.09
7,20-04-2012," 457,340 ",0,39.3, 3.94 ,197.7227385,8.09
7,27-04-2012," 467,828 ",0,51.49, 3.93 ,197.664546,8.09
7,4/5/2012," 465,199 ",0,45.38, 3.90 ,197.6063534,8.09
7,11/5/2012," 460,397 ",0,48.54, 3.87 ,197.5481609,8.09
7,18-05-2012," 468,428 ",0,49.41, 3.84 ,197.5553137,8.09
7,25-05-2012," 532,740 ",0,50.6, 3.80 ,197.5886046,8.09
7,1/6/2012," 598,495 ",0,55.06, 3.76 ,197.6218954,8.09
7,8/6/2012," 642,964 ",0,63.07, 3.74 ,197.6551863,8.09
7,15-06-2012," 666,942 ",0,59.33, 3.72 ,197.692292,8.09
7,22-06-2012," 687,345 ",0,63.69, 3.74 ,197.7389345,8.09
7,29-06-2012," 704,335 ",0,68.84, 3.69 ,197.785577,8.09
7,6/7/2012," 805,643 ",0,64.67, 3.65 ,197.8322195,7.872
7,13-07-2012," 694,151 ",0,64.21, 3.61 ,197.8788621,7.872
7,20-07-2012," 686,346 ",0,62.87, 3.59 ,197.9290378,7.872
7,27-07-2012," 686,365 ",0,64.6, 3.57 ,197.9792136,7.872
7,3/8/2012," 680,955 ",0,61.83, 3.53 ,198.0293893,7.872
7,10/8/2012," 675,926 ",0,63.41, 3.51 ,198.0795651,7.872
7,17-08-2012," 642,450 ",0,59.66, 3.55 ,198.1001057,7.872
7,24-08-2012," 609,099 ",0,59.27, 3.56 ,198.0984199,7.872
7,31-08-2012," 586,467 ",0,60.46, 3.56 ,198.0967341,7.872
7,7/9/2012," 597,877 ",1,57.84, 3.60 ,198.0950484,7.872
7,14-09-2012," 541,120 ",0,53.66, 3.66 ,198.1267184,7.872
7,21-09-2012," 530,842 ",0,51.77, 3.77 ,198.358523,7.872
7,28-09-2012," 525,546 ",0,50.64, 3.79 ,198.5903276,7.872
7,5/10/2012," 505,831 ",0,48.43, 3.78 ,198.8221322,7.557
7,12/10/2012," 503,464 ",0,41.43, 3.76 ,199.0539368,7.557
7,19-10-2012," 516,425 ",0,43.01, 3.75 ,199.1481963,7.557
7,26-10-2012," 495,543 ",0,42.53, 3.69 ,199.2195317,7.557
8,5/2/2010," 1,004,137 ",0,34.14, 2.57 ,214.4714512,6.299
8,12/2/2010," 994,801 ",1,33.34, 2.55 ,214.6214189,6.299
8,19-02-2010," 963,960 ",0,39.1, 2.51 ,214.6664878,6.299
8,26-02-2010," 847,592 ",0,37.91, 2.56 ,214.6940735,6.299
8,5/3/2010," 881,504 ",0,45.64, 2.63 ,214.7216592,6.299
8,12/3/2010," 860,336 ",0,49.76, 2.67 ,214.7492449,6.299
8,19-03-2010," 839,911 ",0,47.26, 2.72 ,214.5764954,6.299
8,26-03-2010," 772,539 ",0,46.51, 2.73 ,214.3703567,6.299
8,2/4/2010," 914,501 ",0,60.18, 2.72 ,214.164218,6.29
8,9/4/2010," 916,034 ",0,59.25, 2.77 ,213.9580793,6.29
8,16-04-2010," 882,917 ",0,62.66, 2.81 ,213.8186357,6.29
8,23-04-2010," 850,440 ",0,56.1, 2.80 ,213.768119,6.29
8,30-04-2010," 778,673 ",0,61.01, 2.78 ,213.7176024,6.29
8,7/5/2010," 916,821 ",0,62.68, 2.84 ,213.6670857,6.29
8,14-05-2010," 873,338 ",0,61.35, 2.85 ,213.6655355,6.29
8,21-05-2010," 818,333 ",0,66.03, 2.83 ,213.9577839,6.29
8,28-05-2010," 868,042 ",0,74.71, 2.76 ,214.2500323,6.29
8,4/6/2010," 958,225 ",0,75.71, 2.71 ,214.5422806,6.29
8,11/6/2010," 914,836 ",0,82.21, 2.67 ,214.834529,6.29
8,18-06-2010," 869,923 ",0,78.79, 2.64 ,214.8324452,6.29
8,25-06-2010," 814,919 ",0,81.78, 2.65 ,214.7126286,6.29
8,2/7/2010," 852,334 ",0,74.78, 2.67 ,214.5928119,6.315
8,9/7/2010," 845,290 ",0,72.49, 2.64 ,214.4729952,6.315
8,16-07-2010," 848,631 ",0,77.49, 2.62 ,214.4640599,6.315
8,23-07-2010," 785,516 ",0,78.29, 2.61 ,214.6029664,6.315
8,30-07-2010," 787,295 ",0,76.02, 2.64 ,214.7418728,6.315
8,6/8/2010," 893,400 ",0,80.37, 2.63 ,214.8807793,6.315
8,13-08-2010," 867,919 ",0,80.11, 2.69 ,215.0196857,6.315
8,20-08-2010," 870,676 ",0,79.36, 2.66 ,214.9779825,6.315
8,27-08-2010," 888,817 ",0,74.92, 2.62 ,214.9362793,6.315
8,3/9/2010," 899,036 ",0,76.14, 2.58 ,214.894576,6.315
8,10/9/2010," 831,425 ",1,74.34, 2.57 ,214.8528728,6.315
8,17-09-2010," 836,708 ",0,75.32, 2.58 ,214.8785562,6.315
8,24-09-2010," 773,725 ",0,72.21, 2.62 ,214.9547795,6.315
8,1/10/2010," 804,105 ",0,68.7, 2.60 ,215.0310029,6.433
8,8/10/2010," 870,350 ",0,62.94, 2.63 ,215.1072262,6.433
8,15-10-2010," 826,547 ",0,62.59, 2.72 ,215.1757,6.433
8,22-10-2010," 836,419 ",0,62.86, 2.73 ,215.2248,6.433
8,29-10-2010," 830,757 ",0,57.93, 2.72 ,215.2739,6.433
8,5/11/2010," 927,266 ",0,55.76, 2.69 ,215.323,6.433
8,12/11/2010," 911,539 ",0,54.89, 2.73 ,215.3721,6.433
8,19-11-2010," 885,608 ",0,43.86, 2.77 ,215.2538714,6.433
8,26-11-2010," 1,261,693 ",1,51.07, 2.74 ,215.1077548,6.433
8,3/12/2010," 952,767 ",0,42.85, 2.71 ,214.9616381,6.433
8,10/12/2010," 1,069,062 ",0,42.47, 2.84 ,214.8155214,6.433
8,17-12-2010," 1,220,580 ",0,45.03, 2.87 ,214.7510843,6.433
8,24-12-2010," 1,511,641 ",0,45.67, 2.89 ,214.7479069,6.433
8,31-12-2010," 773,586 ",1,41.47, 2.94 ,214.7447295,6.433
8,7/1/2011," 873,065 ",0,35.77, 2.98 ,214.7415521,6.262
8,14-01-2011," 809,647 ",0,31.62, 2.98 ,214.7930991,6.262
8,21-01-2011," 822,668 ",0,42.06, 3.02 ,215.1729926,6.262
8,28-01-2011," 782,257 ",0,39.26, 3.01 ,215.5528862,6.262
8,4/2/2011," 944,595 ",0,24.48, 2.99 ,215.9327797,6.262
8,11/2/2011," 996,147 ",1,28.26, 3.02 ,216.3126733,6.262
8,18-02-2011," 1,065,109 ",0,50.64, 3.05 ,216.6310383,6.262
8,25-02-2011," 917,317 ",0,51.29, 3.07 ,216.9247918,6.262
8,4/3/2011," 935,266 ",0,53.18, 3.29 ,217.2185454,6.262
8,11/3/2011," 900,387 ",0,49.14, 3.46 ,217.512299,6.262
8,18-03-2011," 898,289 ",0,56.68, 3.49 ,217.7705442,6.262
8,25-03-2011," 827,968 ",0,59.74, 3.47 ,218.0145862,6.262
8,1/4/2011," 878,762 ",0,49.86, 3.52 ,218.2586281,6.297
8,8/4/2011," 949,826 ",0,65.62, 3.62 ,218.50267,6.297
8,15-04-2011," 908,279 ",0,63.55, 3.74 ,218.7262524,6.297
8,22-04-2011," 937,473 ",0,65.11, 3.81 ,218.8986857,6.297
8,29-04-2011," 855,015 ",0,62.29, 3.81 ,219.071119,6.297
8,6/5/2011," 941,457 ",0,58.92, 3.91 ,219.2435524,6.297
8,13-05-2011," 895,763 ",0,72.96, 3.90 ,219.4159857,6.297
8,20-05-2011," 836,050 ",0,65.54, 3.91 ,219.1746922,6.297
8,27-05-2011," 857,939 ",0,73.14, 3.79 ,218.9333986,6.297
8,3/6/2011," 929,222 ",0,82.05, 3.70 ,218.6921051,6.297
8,10/6/2011," 897,309 ",0,82.21, 3.65 ,218.4508115,6.297
8,17-06-2011," 922,048 ",0,84.73, 3.64 ,218.4021448,6.297
8,24-06-2011," 864,881 ",0,83.94, 3.59 ,218.4979481,6.297
8,1/7/2011," 883,683 ",0,87.26, 3.52 ,218.5937514,6.425
8,8/7/2011," 861,965 ",0,83.57, 3.48 ,218.6895548,6.425
8,15-07-2011," 849,925 ",0,84.26, 3.58 ,218.7746217,6.425
8,22-07-2011," 829,902 ",0,85.46, 3.65 ,218.8328475,6.425
8,29-07-2011," 807,082 ",0,86.46, 3.68 ,218.8910733,6.425
8,5/8/2011," 892,394 ",0,85.15, 3.68 ,218.9492991,6.425
8,12/8/2011," 856,796 ",0,86.05, 3.64 ,219.0075249,6.425
8,19-08-2011," 895,067 ",0,82.92, 3.55 ,219.0701968,6.425
8,26-08-2011," 912,543 ",0,84.69, 3.52 ,219.1336097,6.425
8,2/9/2011," 891,387 ",0,84.77, 3.53 ,219.1970226,6.425
8,9/9/2011," 848,358 ",1,69.01, 3.55 ,219.2604355,6.425
8,16-09-2011," 870,972 ",0,69.09, 3.53 ,219.4442443,6.425
8,23-09-2011," 806,444 ",0,68.72, 3.47 ,219.788581,6.425
8,30-09-2011," 809,049 ",0,72.2, 3.36 ,220.1329176,6.425
8,7/10/2011," 929,977 ",0,67.61, 3.29 ,220.4772543,6.123
8,14-10-2011," 863,188 ",0,61.74, 3.27 ,220.7960935,6.123
8,21-10-2011," 905,984 ",0,59.97, 3.35 ,220.9619484,6.123
8,28-10-2011," 876,712 ",0,56.86, 3.37 ,221.1278032,6.123
8,4/11/2011," 947,815 ",0,49.68, 3.33 ,221.2936581,6.123
8,11/11/2011," 917,088 ",0,50.56, 3.30 ,221.4595129,6.123
8,18-11-2011," 897,032 ",0,51.72, 3.31 ,221.6911738,6.123
8,25-11-2011," 1,235,164 ",1,49.61, 3.24 ,221.9491571,6.123
8,2/12/2011," 986,601 ",0,40.82, 3.17 ,222.2071405,6.123
8,9/12/2011," 1,051,923 ",0,30.51, 3.16 ,222.4651238,6.123
8,16-12-2011," 1,118,164 ",0,39.79, 3.16 ,222.6910959,6.123
8,23-12-2011," 1,462,254 ",0,38.16, 3.11 ,222.8743862,6.123
8,30-12-2011," 858,572 ",1,36.33, 3.13 ,223.0576765,6.123
8,6/1/2012," 872,113 ",0,43.47, 3.16 ,223.2409668,5.825
8,13-01-2012," 817,662 ",0,36.46, 3.26 ,223.4242571,5.825
8,20-01-2012," 813,955 ",0,46.81, 3.27 ,223.5188055,5.825
8,27-01-2012," 778,179 ",0,45.52, 3.29 ,223.6133539,5.825
8,3/2/2012," 927,611 ",0,45.56, 3.36 ,223.7079023,5.825
8,10/2/2012," 1,021,400 ",1,35.71, 3.41 ,223.8024507,5.825
8,17-02-2012," 1,096,233 ",0,37.51, 3.51 ,223.9658621,5.825
8,24-02-2012," 928,538 ",0,46.33, 3.56 ,224.1809207,5.825
8,2/3/2012," 952,265 ",0,50.95, 3.63 ,224.3959793,5.825
8,9/3/2012," 960,116 ",0,49.59, 3.67 ,224.6110379,5.825
8,16-03-2012," 921,178 ",0,56.63, 3.73 ,224.7657327,5.825
8,23-03-2012," 874,223 ",0,52.9, 3.79 ,224.8399424,5.825
8,30-03-2012," 905,935 ",0,66.69, 3.85 ,224.9141521,5.825
8,6/4/2012," 1,046,817 ",0,62.18, 3.89 ,224.9883618,5.679
